year,month,route,ridership
2021,9,97,46486
2021,9,J14,130401
2021,9,X49,79346
2021,9,X9,102561
2021,9,X98,279
2021,10,1,12224
2021,10,100,6450
2021,10,1001,15558
2021,10,103,28310
2021,10,106,16472
2021,10,108,10332
2021,10,11,24892
2021,10,111,43719
2021,10,111A,5321
2021,10,112,26739
2021,10,115,40499
2021,10,119,52720
2021,10,12,182527
2021,10,120,3617
2021,10,121,4540
2021,10,124,19052
2021,10,125,7343
2021,10,126,67636
2021,10,128,2281
2021,10,134,11789
2021,10,135,15352
2021,10,136,12124
2021,10,143,12147
2021,10,146,219378
2021,10,147,213451
2021,10,148,21856
2021,10,15,102979
2021,10,151,255774
2021,10,152,154470
2021,10,155,112668
2021,10,156,38613
2021,10,157,64860
2021,10,165,3566
2021,10,169,1561
2021,10,171,15891
2021,10,172,47492
2021,10,18,55709
2021,10,19,145
2021,10,192,9115
2021,10,2,27341
2021,10,20,211958
2021,10,201,31652
2021,10,206,7805
2021,10,21,148145
2021,10,22,288215
2021,10,24,26855
2021,10,26,48770
2021,10,28,73455
2021,10,29,145187
2021,10,3,247195
2021,10,30,43865
2021,10,31,6687
2021,10,34,58641
2021,10,35,71416
2021,10,36,244437
2021,10,37,8125
2021,10,39,28095
2021,10,4,279405
2021,10,43,19773
2021,10,44,42187
2021,10,47,165299
2021,10,48,11256
2021,10,49,266224
2021,10,49B,93989
2021,10,5,6611
2021,10,50,165768
2021,10,51,21949
2021,10,52,134605
2021,10,52A,60751
2021,10,53,280691
2021,10,53A,119130
2021,10,54,156254
2021,10,54A,8596
2021,10,54B,44273
2021,10,55,142788
2021,10,55A,2835
2021,10,55N,6773
2021,10,56,132636
2021,10,57,33577
2021,10,59,43560
2021,10,6,140574
2021,10,60,178153
2021,10,62,154847
2021,10,62H,16957
2021,10,63,211779
2021,10,63W,27914
2021,10,65,104998
2021,10,66,322196
2021,10,67,134384
2021,10,68,19550
2021,10,7,57681
2021,10,70,123738
2021,10,71,128351
2021,10,72,222944
2021,10,73,72526
2021,10,74,198802
2021,10,75,103529
2021,10,76,182904
2021,10,77,310358
2021,10,78,115756
2021,10,79,343813
2021,10,8,284112
2021,10,80,184167
2021,10,81,202212
2021,10,81W,24312
2021,10,82,286107
2021,10,84,57836
2021,10,85,164630
2021,10,85A,8329
2021,10,86,30200
2021,10,87,151970
2021,10,88,19720
2021,10,8A,44967
2021,10,9,315382
2021,10,90,79011
2021,10,91,99872
2021,10,92,110990
2021,10,93,59495
2021,10,94,172863
2021,10,95,82752
2021,10,96,8864
2021,10,97,45489
2021,10,J14,130947
2021,10,X49,75346
2021,10,X9,95530
2021,10,X98,304
2021,11,1,11684
2021,11,100,5686
2021,11,1001,7882
2021,11,103,26080
2021,11,106,15349
2021,11,108,9256
2021,11,11,22568
2021,11,111,37584
2021,11,111A,4713
2021,11,112,23999
2021,11,115,36891
2021,11,119,50302
2021,11,12,165153
2021,11,120,3664
2021,11,121,4578
2021,11,124,15644
2021,11,125,6408
2021,11,126,61130
2021,11,128,695
2021,11,134,11552
2021,11,135,15176
2021,11,136,12270
2021,11,143,12161
2021,11,146,204801
2021,11,147,202494
2021,11,148,21535
2021,11,15,91748
2021,11,151,241871
2021,11,152,137628
2021,11,155,103437
2021,11,156,37680
2021,11,157,63298
2021,11,165,3172
2021,11,169,1933
2021,11,171,15479
2021,11,172,35581
2021,11,18,54988
2021,11,192,8107
2021,11,2,23384
2021,11,20,199457
2021,11,201,31829
2021,11,206,7444
2021,11,21,130280
2021,11,22,271480
2021,11,24,23950
2021,11,26,47121
2021,11,28,64901
2021,11,29,130135
2021,11,3,224174
2021,11,30,39954
2021,11,31,6116
2021,11,34,54401
2021,11,35,62662
2021,11,36,229262
2021,11,37,8221
2021,11,39,25723
2021,11,4,255734
2021,11,43,17530
2021,11,44,40658
2021,11,47,148299
2021,11,48,9938
2021,11,49,243574
2021,11,49B,85884
2021,11,5,5900
2021,11,50,157980
2021,11,51,18812
2021,11,52,119771
2021,11,52A,53608
2021,11,53,264720
2021,11,53A,105405
2021,11,54,142741
2021,11,54A,8616
2021,11,54B,40778
2021,11,55,124215
2021,11,55A,2724
2021,11,55N,5663
2021,11,56,121024
2021,11,57,30361
2021,11,59,39282
2021,11,6,126695
2021,11,60,164680
2021,11,62,145311
2021,11,62H,15555
2021,11,63,197249
2021,11,63W,24423
2021,11,65,92711
2021,11,66,302526
2021,11,67,123517
2021,11,68,18024
2021,11,7,52807
2021,11,70,113016
2021,11,71,119361
2021,11,72,202789
2021,11,73,65462
2021,11,74,178441
2021,11,75,94433
2021,11,76,167253
2021,11,77,284548
2021,11,78,107735
2021,11,79,320393
2021,11,8,258752
2021,11,80,165941
2021,11,81,189683
2021,11,81W,22930
2021,11,82,257756
2021,11,84,52702
2021,11,85,152275
2021,11,85A,7679
2021,11,86,26712
2021,11,87,142396
2021,11,88,18823
2021,11,8A,40893
2021,11,9,282920
2021,11,90,76142
2021,11,91,91787
2021,11,92,102508
2021,11,93,54953
2021,11,94,161330
2021,11,95,74776
2021,11,96,8266
2021,11,97,43042
2021,11,J14,122598
2021,11,X49,68404
2021,11,X9,88081
2021,11,X98,308
2021,12,1,11037
2021,12,100,5562
2021,12,1001,1818
2021,12,103,24153
2021,12,106,14092
2021,12,108,8094
2021,12,11,22219
2021,12,111,37122
2021,12,111A,4933
2021,12,112,22337
2021,12,115,34960
2021,12,119,49392
2021,12,12,156742
2021,12,120,2906
2021,12,121,3594
2021,12,124,16849
2021,12,125,5478
2021,12,126,55591
2021,12,128,1324
2021,12,134,9082
2021,12,135,12360
2021,12,136,10475
2021,12,143,10140
2021,12,146,201867
2021,12,147,199327
2021,12,148,18467
2021,12,15,87278
2021,12,151,236774
2021,12,152,124329
2021,12,155,100372
2021,12,156,32786
2021,12,157,45711
2021,12,165,2949
2021,12,169,1824
2021,12,171,9564
2021,12,172,19028
2021,12,18,45159
2021,12,19,123
2021,12,192,6447
2021,12,2,19842
2021,12,20,185343
2021,12,201,22350
2021,12,206,5996
2021,12,21,127079
2021,12,22,266478
2021,12,24,20553
2021,12,26,42493
2021,12,28,60562
2021,12,29,129172
2021,12,3,210699
2021,12,30,33886
2021,12,31,4196
2021,12,34,52261
2021,12,35,56023
2021,12,36,228849
2021,12,37,6447
2021,12,39,24299
2021,12,4,238050
2021,12,43,17051
2021,12,44,39019
2021,12,47,143063
2021,12,48,9091
2021,12,49,230335
2021,12,49B,82596
2021,12,5,5837
2021,12,50,139920
2021,12,51,18633
2021,12,52,114213
2021,12,52A,47966
2021,12,53,248905
2021,12,53A,94142
2021,12,54,136609
2021,12,54A,7726
2021,12,54B,38071
2021,12,55,114865
2021,12,55A,2209
2021,12,55N,4845
2021,12,56,112704
2021,12,57,28356
2021,12,59,34927
2021,12,6,123633
2021,12,60,135624
2021,12,62,135934
2021,12,62H,13442
2021,12,63,189002
2021,12,63W,21961
2021,12,65,83912
2021,12,66,291769
2021,12,67,115280
2021,12,68,16525
2021,12,7,38717
2021,12,70,106136
2021,12,71,111741
2021,12,72,190792
2021,12,73,59489
2021,12,74,162158
2021,12,75,92409
2021,12,76,154950
2021,12,77,262531
2021,12,78,102391
2021,12,79,312656
2021,12,8,206327
2021,12,80,158547
2021,12,81,182855
2021,12,81W,21665
2021,12,82,240382
2021,12,84,48629
2021,12,85,146741
2021,12,85A,7789
2021,12,86,23116
2021,12,87,136666
2021,12,88,17321
2021,12,8A,41021
2021,12,9,267637
2021,12,90,73162
2021,12,91,85762
2021,12,92,95930
2021,12,93,48363
2021,12,94,147807
2021,12,95,72344
2021,12,96,7723
2021,12,97,41804
2021,12,J14,116333
2021,12,X49,60906
2021,12,X9,75497
2021,12,X98,248
2022,1,1,8534
2022,1,100,4927
2022,1,1001,6547
2022,1,103,19368
2022,1,106,13055
2022,1,108,7985
2022,1,11,19100
2022,1,111,31433
2022,1,111A,3301
2022,1,112,19196
2022,1,115,29821
2022,1,119,41059
2022,1,12,133211
2022,1,120,2352
2022,1,121,2712
2022,1,124,9376
2022,1,125,4234
2022,1,126,49739
2022,1,128,114
2022,1,134,7089
2022,1,135,10971
2022,1,136,8705
2022,1,143,8837
2022,1,146,155289
2022,1,147,155328
2022,1,148,16131
2022,1,15,77321
2022,1,151,180285
2022,1,152,110050
2022,1,155,87635
2022,1,156,25377
2022,1,157,44483
2022,1,165,2610
2022,1,169,1956
2022,1,171,12744
2022,1,172,26244
2022,1,18,39255
2022,1,19,125
2022,1,192,6189
2022,1,2,16489
2022,1,20,153737
2022,1,201,25311
2022,1,206,5842
2022,1,21,97403
2022,1,22,227860
2022,1,24,16627
2022,1,26,36603
2022,1,28,47438
2022,1,29,93589
2022,1,3,165678
2022,1,30,26615
2022,1,31,4133
2022,1,34,45797
2022,1,35,45829
2022,1,36,203452
2022,1,37,5525
2022,1,39,21559
2022,1,4,194405
2022,1,43,13473
2022,1,44,33632
2022,1,47,119632
2022,1,48,8051
2022,1,49,197326
2022,1,49B,73215
2022,1,5,4777
2022,1,50,128175
2022,1,51,15841
2022,1,52,97890
2022,1,52A,39275
2022,1,53,213033
2022,1,53A,75563
2022,1,54,108403
2022,1,54A,6307
2022,1,54B,27902
2022,1,55,92218
2022,1,55A,1809
2022,1,55N,4476
2022,1,56,93641
2022,1,57,24745
2022,1,59,31476
2022,1,6,94098
2022,1,60,114559
2022,1,62,113311
2022,1,62H,11925
2022,1,63,162659
2022,1,63W,19410
2022,1,65,64529
2022,1,66,245231
2022,1,67,100438
2022,1,68,13910
2022,1,7,37741
2022,1,70,86722
2022,1,71,97469
2022,1,72,157632
2022,1,73,49435
2022,1,74,141562
2022,1,75,80285
2022,1,76,129554
2022,1,77,230723
2022,1,78,86937
2022,1,79,267378
2022,1,8,183793
2022,1,80,131341
2022,1,81,164117
2022,1,81W,17917
2022,1,82,206390
2022,1,84,39262
2022,1,85,125039
2022,1,85A,6217
2022,1,86,19534
2022,1,87,114775
2022,1,88,14540
2022,1,8A,31317
2022,1,9,228198
2022,1,90,56641
2022,1,91,74112
2022,1,92,81443
2022,1,93,43081
2022,1,94,130099
2022,1,95,58553
2022,1,96,6520
2022,1,97,34305
2022,1,J14,98815
2022,1,X49,54353
2022,1,X9,73429
2022,1,X98,188
2022,2,1,10968
2022,2,100,5377
2022,2,1001,13795
2022,2,103,23160
2022,2,106,14376
2022,2,108,8385
2022,2,11,21060
2022,2,111,32854
2022,2,111A,3694
2022,2,112,21484
2022,2,115,31756
2022,2,119,44068
2022,2,12,146628
2022,2,120,2935
2022,2,121,3808
2022,2,124,10987
2022,2,125,5524
2022,2,126,54486
2022,2,130,3901
2022,2,134,10029
2022,2,135,14161
2022,2,136,10861
2022,2,143,11040
2022,2,146,176795
2022,2,147,181917
2022,2,148,19388
2022,2,15,85427
2022,2,151,200200
2022,2,152,127993
2022,2,155,97356
2022,2,156,32038
2022,2,157,59566
2022,2,165,3118
2022,2,169,1338
2022,2,171,18982
2022,2,172,37108
2022,2,18,45551
2022,2,19,61
2022,2,192,7938
2022,2,2,20879
2022,2,20,180349
2022,2,201,31971
2022,2,206,6610
2022,2,21,108430
2022,2,22,253599
2022,2,24,20548
2022,2,26,40463
2022,2,28,50658
2022,2,29,101819
2022,2,3,193446
2022,2,30,30513
2022,2,31,6096
2022,2,34,46771
2022,2,35,53064
2022,2,36,221568
2022,2,37,6828
2022,2,39,24081
2022,2,4,220554
2022,2,43,16236
2022,2,44,38702
2022,2,47,127894
2022,2,48,9639
2022,2,49,211740
2022,2,49B,80059
2022,2,5,4644
2022,2,50,147222
2022,2,51,18179
2022,2,52,108261
2022,2,52A,45378
2022,2,53,231172
2022,2,53A,87991
2022,2,54,118451
2022,2,54A,7405
2022,2,54B,29860
2022,2,55,104164
2022,2,55A,2198
2022,2,55N,5336
2022,2,56,107886
2022,2,57,28886
2022,2,59,36196
2022,2,6,108642
2022,2,60,143715
2022,2,62,124123
2022,2,62H,13194
2022,2,63,172237
2022,2,63W,21643
2022,2,65,73622
2022,2,66,260818
2022,2,67,108688
2022,2,68,16708
2022,2,7,53047
2022,2,70,98776
2022,2,71,104049
2022,2,72,172314
2022,2,73,58253
2022,2,74,158903
2022,2,75,85373
2022,2,76,151203
2022,2,77,256094
2022,2,78,98230
2022,2,79,287697
2022,2,8,227648
2022,2,80,145520
2022,2,81,177147
2022,2,81W,19856
2022,2,82,236863
2022,2,84,48059
2022,2,85,143302
2022,2,85A,6922
2022,2,86,25280
2022,2,87,123417
2022,2,88,16276
2022,2,8A,33532
2022,2,9,250325
2022,2,90,60994
2022,2,91,83065
2022,2,92,94036
2022,2,93,50100
2022,2,94,146950
2022,2,95,59682
2022,2,96,8040
2022,2,97,36927
2022,2,J14,105265
2022,2,X49,67158
2022,2,X9,78559
2022,2,X98,93
2022,3,1,15569
2022,3,100,7370
2022,3,1001,2781
2022,3,103,28090
2022,3,106,18479
2022,3,108,10702
2022,3,11,26850
2022,3,111,43396
2022,3,111A,4502
2022,3,112,27010
2022,3,115,41130
2022,3,119,52700
2022,3,12,179475
2022,3,120,4081
2022,3,121,5001
2022,3,124,18147
2022,3,125,7884
2022,3,126,68820
2022,3,134,16562
2022,3,135,21944
2022,3,136,16849
2022,3,143,13706
2022,3,146,247699
2022,3,147,230632
2022,3,148,27389
2022,3,15,108928
2022,3,151,265515
2022,3,152,160309
2022,3,155,120735
2022,3,156,46744
2022,3,157,70172
2022,3,165,4056
2022,3,169,2188
2022,3,171,19953
2022,3,172,35973
2022,3,18,57695
2022,3,19,886
2022,3,192,9664
2022,3,2,26390
2022,3,20,220645
2022,3,201,34307
2022,3,206,8087
2022,3,21,141781
2022,3,22,322319
2022,3,24,28457
2022,3,26,54396
2022,3,28,69191
2022,3,29,143016
2022,3,3,246147
2022,3,30,39942
2022,3,31,7252
2022,3,34,56922
2022,3,35,67338
2022,3,36,276124
2022,3,37,11097
2022,3,39,29909
2022,3,4,273929
2022,3,43,19692
2022,3,44,48674
2022,3,47,154088
2022,3,48,13113
2022,3,49,257431
2022,3,49B,98594
2022,3,5,5672
2022,3,50,183454
2022,3,51,24056
2022,3,52,137299
2022,3,52A,60555
2022,3,53,285510
2022,3,53A,110835
2022,3,54,151638
2022,3,54A,9081
2022,3,54B,40725
2022,3,55,129879
2022,3,55A,2801
2022,3,55N,7144
2022,3,56,137562
2022,3,57,36350
2022,3,59,47059
2022,3,6,142277
2022,3,60,179409
2022,3,62,156227
2022,3,62H,16978
2022,3,63,204397
2022,3,63W,28576
2022,3,65,100080
2022,3,66,326428
2022,3,67,129010
2022,3,68,21514
2022,3,7,64786
2022,3,70,121922
2022,3,71,125564
2022,3,72,211595
2022,3,73,73074
2022,3,74,189323
2022,3,75,104500
2022,3,76,186520
2022,3,77,311768
2022,3,78,121530
2022,3,79,344861
2022,3,8,281930
2022,3,80,181989
2022,3,81,213088
2022,3,81W,25108
2022,3,82,290337
2022,3,84,59376
2022,3,85,175174
2022,3,85A,8337
2022,3,86,33143
2022,3,87,152554
2022,3,88,20586
2022,3,8A,42031
2022,3,9,298005
2022,3,90,76291
2022,3,91,101028
2022,3,92,116225
2022,3,93,64349
2022,3,94,182379
2022,3,95,80232
2022,3,96,9545
2022,3,97,45031
2022,3,J14,134034
2022,3,X49,82296
2022,3,X9,104216
2022,3,X98,78
2022,4,1,14952
2022,4,100,6271
2022,4,1001,15559
2022,4,103,25681
2022,4,106,14973
2022,4,108,10976
2022,4,11,24673
2022,4,111,39633
2022,4,111A,4276
2022,4,112,22289
2022,4,115,37860
2022,4,119,47524
2022,4,12,170217
2022,4,120,3713
2022,4,121,3796
2022,4,124,19981
2022,4,125,7792
2022,4,126,64826
2022,4,134,16495
2022,4,135,20958
2022,4,136,14788
2022,4,143,11789
2022,4,146,247317
2022,4,147,229645
2022,4,148,25001
2022,4,15,109927
2022,4,151,269478
2022,4,152,141131
2022,4,155,120320
2022,4,156,40870
2022,4,157,67920
2022,4,165,3696
2022,4,169,2176
2022,4,171,19163
2022,4,172,34395
2022,4,18,54946
2022,4,19,1232
2022,4,192,8651
2022,4,2,24284
2022,4,20,215151
2022,4,201,36622
2022,4,206,8365
2022,4,21,139002
2022,4,22,322568
2022,4,24,26599
2022,4,26,48652
2022,4,28,66696
2022,4,29,140008
2022,4,3,233027
2022,4,30,37877
2022,4,31,7618
2022,4,34,55554
2022,4,35,64069
2022,4,36,259234
2022,4,37,10581
2022,4,39,28287
2022,4,4,260202
2022,4,43,17260
2022,4,44,44175
2022,4,47,146021
2022,4,48,10527
2022,4,49,247106
2022,4,49B,92923
2022,4,5,5951
2022,4,50,165806
2022,4,51,24526
2022,4,52,130343
2022,4,52A,56746
2022,4,53,271121
2022,4,53A,103964
2022,4,54,148727
2022,4,54A,8398
2022,4,54B,42544
2022,4,55,117876
2022,4,55A,2408
2022,4,55N,8488
2022,4,56,135133
2022,4,57,31891
2022,4,59,42674
2022,4,6,143078
2022,4,60,171862
2022,4,62,143548
2022,4,62H,18389
2022,4,63,191046
2022,4,63W,25526
2022,4,65,94972
2022,4,66,313730
2022,4,67,117943
2022,4,68,19687
2022,4,7,59608
2022,4,70,116334
2022,4,71,117987
2022,4,72,203600
2022,4,73,67677
2022,4,74,177678
2022,4,75,92470
2022,4,76,173932
2022,4,77,293577
2022,4,78,114412
2022,4,79,330976
2022,4,8,278898
2022,4,80,169453
2022,4,81,195233
2022,4,81W,24773
2022,4,82,258944
2022,4,84,53887
2022,4,85,158676
2022,4,85A,8359
2022,4,86,27194
2022,4,87,143136
2022,4,88,18722
2022,4,8A,43586
2022,4,9,296156
2022,4,90,74771
2022,4,91,94403
2022,4,92,107363
2022,4,93,59787
2022,4,94,163950
2022,4,95,76169
2022,4,96,8897
2022,4,97,44281
2022,4,J14,126484
2022,4,X49,72392
2022,4,X9,90138
2022,4,X98,67
2022,5,1,15824
2022,5,10,749
2022,5,100,6501
2022,5,1001,14132
2022,5,103,27041
2022,5,106,17081
2022,5,108,9826
2022,5,11,27788
2022,5,111,43553
2022,5,111A,4589
2022,5,112,25604
2022,5,115,43135
2022,5,119,52473
2022,5,12,180661
2022,5,120,3319
2022,5,121,3192
2022,5,124,24359
2022,5,125,7778
2022,5,126,72476
2022,5,130,675
2022,5,134,16909
2022,5,135,21029
2022,5,136,15069
2022,5,143,9450
2022,5,146,255948
2022,5,147,233400
2022,5,148,23868
2022,5,15,125853
2022,5,151,289221
2022,5,152,163283
2022,5,155,124385
2022,5,156,43973
2022,5,157,53500
2022,5,165,3986
2022,5,169,2379
2022,5,171,18589
2022,5,172,36095
2022,5,18,56649
2022,5,19,73
2022,5,192,8544
2022,5,2,26828
2022,5,20,221798
2022,5,201,34591
2022,5,206,7624
2022,5,21,152479
2022,5,22,330336
2022,5,24,30681
2022,5,26,47343
2022,5,28,71665
2022,5,29,142414
2022,5,3,246359
2022,5,30,42437
2022,5,31,6405
2022,5,34,60553
2022,5,35,70790
2022,5,36,272805
2022,5,37,11195
2022,5,39,31064
2022,5,4,275538
2022,5,43,18325
2022,5,44,49255
2022,5,47,155694
2022,5,48,12188
2022,5,49,277272
2022,5,49B,100096
2022,5,5,6410
2022,5,50,174501
2022,5,51,25532
2022,5,52,139111
2022,5,52A,63287
2022,5,53,295349
2022,5,53A,116504
2022,5,54,160928
2022,5,54A,9071
2022,5,54B,45359
2022,5,55,128689
2022,5,55A,2291
2022,5,55N,9024
2022,5,56,134451
2022,5,57,35441
2022,5,59,46858
2022,5,6,148226
2022,5,60,166858
2022,5,62,153474
2022,5,62H,19341
2022,5,63,210808
2022,5,63W,28104
2022,5,65,99298
2022,5,66,325899
2022,5,67,131941
2022,5,68,22815
2022,5,7,46815
2022,5,70,122099
2022,5,71,124142
2022,5,72,226750
2022,5,73,69836
2022,5,74,189326
2022,5,75,105429
2022,5,76,186632
2022,5,77,319695
2022,5,78,125120
2022,5,79,351541
2022,5,8,260142
2022,5,80,185767
2022,5,81,206231
2022,5,81W,25935
2022,5,82,283165
2022,5,84,59830
2022,5,85,174157
2022,5,85A,8961
2022,5,86,31070
2022,5,87,160157
2022,5,88,20325
2022,5,8A,46367
2022,5,9,329340
2022,5,90,79824
2022,5,91,102384
2022,5,92,117976
2022,5,93,62120
2022,5,94,175918
2022,5,95,79155
2022,5,96,9440
2022,5,97,46954
2022,5,J14,130105
2022,5,X49,80337
2022,5,X9,94791
2022,5,X98,46
2022,6,1,15775
2022,6,10,10567
2022,6,100,7558
2022,6,1001,17466
2022,6,103,25056
2022,6,106,15712
2022,6,108,10383
2022,6,11,25779
2022,6,111,41040
2022,6,111A,4863
2022,6,112,21006
2022,6,115,38906
2022,6,119,55558
2022,6,12,173158
2022,6,120,3698
2022,6,121,3535
2022,6,124,33246
2022,6,125,7486
2022,6,126,65932
2022,6,130,12117
2022,6,134,16601
2022,6,135,25638
2022,6,136,15741
2022,6,143,11153
2022,6,146,274042
2022,6,147,243756
2022,6,148,26431
2022,6,15,114902
2022,6,151,315261
2022,6,152,150369
2022,6,155,122475
2022,6,156,49138
2022,6,157,56691
2022,6,165,3079
2022,6,169,2586
2022,6,171,6620
2022,6,172,13309
2022,6,18,52685
2022,6,19,39
2022,6,192,8423
2022,6,2,28661
2022,6,20,218558
2022,6,201,29128
2022,6,206,2445
2022,6,21,153293
2022,6,22,331884
2022,6,24,27043
2022,6,26,47701
2022,6,28,69902
2022,6,29,150200
2022,6,3,245507
2022,6,30,37147
2022,6,31,5518
2022,6,34,63452
2022,6,35,66250
2022,6,36,269628
2022,6,37,12052
2022,6,39,30274
2022,6,4,267626
2022,6,43,18228
2022,6,44,45409
2022,6,47,149875
2022,6,48,9567
2022,6,49,268672
2022,6,49B,98381
2022,6,5,8486
2022,6,50,166579
2022,6,51,23288
2022,6,52,138094
2022,6,52A,59148
2022,6,53,281366
2022,6,53A,101156
2022,6,54,157042
2022,6,54A,9134
2022,6,54B,48708
2022,6,55,126691
2022,6,55A,2508
2022,6,55N,8129
2022,6,56,130501
2022,6,57,31243
2022,6,59,44823
2022,6,6,151190
2022,6,60,169004
2022,6,62,153465
2022,6,62H,17954
2022,6,63,199372
2022,6,63W,25450
2022,6,65,112110
2022,6,66,330734
2022,6,67,124463
2022,6,68,18883
2022,6,7,47945
2022,6,70,118099
2022,6,71,118436
2022,6,72,233960
2022,6,73,66835
2022,6,74,190873
2022,6,75,98742
2022,6,76,193006
2022,6,77,310334
2022,6,78,130726
2022,6,79,333876
2022,6,8,258464
2022,6,80,180555
2022,6,81,205612
2022,6,81W,25942
2022,6,82,253776
2022,6,84,55347
2022,6,85,173745
2022,6,85A,8973
2022,6,86,25916
2022,6,87,152045
2022,6,88,18867
2022,6,8A,42282
2022,6,9,302089
2022,6,90,85272
2022,6,91,99937
2022,6,92,113620
2022,6,93,58465
2022,6,94,166818
2022,6,95,79635
2022,6,96,10463
2022,6,97,48566
2022,6,J14,141894
2022,6,X49,74611
2022,6,X9,98999
2022,6,X98,35
2022,7,1,15467
2022,7,10,14423
2022,7,100,6749
2022,7,1001,2878
2022,7,103,25298
2022,7,106,14474
2022,7,108,8549
2022,7,11,23997
2022,7,111,37406
2022,7,111A,4623
2022,7,112,19997
2022,7,115,36445
2022,7,119,51377
2022,7,12,162429
2022,7,120,3591
2022,7,121,3356
2022,7,124,38892
2022,7,125,6276
2022,7,126,61856
2022,7,130,16018
2022,7,134,14115
2022,7,135,24330
2022,7,136,14967
2022,7,143,9911
2022,7,146,273653
2022,7,147,245680
2022,7,148,24183
2022,7,15,104568
2022,7,151,320117
2022,7,152,128616
2022,7,155,121571
2022,7,156,47334
2022,7,157,52429
2022,7,165,2133
2022,7,169,2494
2022,7,171,3177
2022,7,172,7270
2022,7,18,49694
2022,7,19,65
2022,7,192,8321
2022,7,2,27408
2022,7,20,210901
2022,7,201,24435
2022,7,206,1759
2022,7,21,142563
2022,7,22,326640
2022,7,24,24385
2022,7,26,42756
2022,7,28,69612
2022,7,29,148203
2022,7,3,248119
2022,7,30,32931
2022,7,31,5305
2022,7,34,55997
2022,7,35,62086
2022,7,36,269988
2022,7,37,11219
2022,7,39,27378
2022,7,4,256230
2022,7,43,18007
2022,7,44,44935
2022,7,47,151590
2022,7,48,7173
2022,7,49,265073
2022,7,49B,93806
2022,7,5,8668
2022,7,50,156111
2022,7,51,21103
2022,7,52,131013
2022,7,52A,55497
2022,7,53,267877
2022,7,53A,98519
2022,7,54,153065
2022,7,54A,8183
2022,7,54B,48428
2022,7,55,124011
2022,7,55A,1955
2022,7,55N,6133
2022,7,56,120415
2022,7,57,27502
2022,7,59,41633
2022,7,6,138776
2022,7,60,160506
2022,7,62,156133
2022,7,62H,15964
2022,7,63,193068
2022,7,63W,24194
2022,7,65,116434
2022,7,66,325961
2022,7,67,125055
2022,7,68,16183
2022,7,7,42940
2022,7,70,118035
2022,7,71,110553
2022,7,72,222048
2022,7,73,63615
2022,7,74,186779
2022,7,75,96390
2022,7,76,184745
2022,7,77,293613
2022,7,78,120057
2022,7,79,330238
2022,7,8,249773
2022,7,80,166227
2022,7,81,202873
2022,7,81W,25276
2022,7,82,228229
2022,7,84,49011
2022,7,85,169290
2022,7,85A,8551
2022,7,86,20197
2022,7,87,148980
2022,7,88,16899
2022,7,8A,41633
2022,7,9,303328
2022,7,90,84471
2022,7,91,95244
2022,7,92,107088
2022,7,93,52195
2022,7,94,158608
2022,7,95,72692
2022,7,96,12212
2022,7,97,48518
2022,7,J14,131884
2022,7,X49,59825
2022,7,X9,89070
2022,7,X98,50
2022,8,1,18489
2022,8,10,11521
2022,8,100,8167
2022,8,1001,2731
2022,8,103,27793
2022,8,106,17401
2022,8,108,10802
2022,8,11,27707
2022,8,111,40737
2022,8,111A,5092
2022,8,112,22737
2022,8,115,40496
2022,8,119,56124
2022,8,12,177734
2022,8,120,3568
2022,8,121,3642
2022,8,124,35765
2022,8,125,7240
2022,8,126,70362
2022,8,128,111
2022,8,130,12600
2022,8,134,18453
2022,8,135,30147
2022,8,136,18188
2022,8,143,10652
2022,8,146,284950
2022,8,147,254493
2022,8,148,28236
2022,8,15,109497
2022,8,151,324576
2022,8,152,147326
2022,8,155,128153
2022,8,156,55938
2022,8,157,70785
2022,8,165,3227
2022,8,169,2515
2022,8,171,5256
2022,8,172,11965
2022,8,18,55104
2022,8,19,831
2022,8,192,9382
2022,8,2,29023
2022,8,20,240081
2022,8,201,26055
2022,8,206,4610
2022,8,21,152947
2022,8,22,328804
2022,8,24,30931
2022,8,26,54951
2022,8,28,73105
2022,8,29,159801
2022,8,3,254115
2022,8,30,36016
2022,8,31,7000
2022,8,34,62418
2022,8,35,67997
2022,8,36,277259
2022,8,37,12242
2022,8,39,31217
2022,8,4,269199
2022,8,43,20664
2022,8,44,50422
2022,8,47,165935
2022,8,48,10122
2022,8,49,284336
2022,8,49B,102745
2022,8,5,7074
2022,8,50,174707
2022,8,51,24063
2022,8,52,146120
2022,8,52A,59191
2022,8,53,299681
2022,8,53A,116280
2022,8,54,170588
2022,8,54A,9667
2022,8,54B,53381
2022,8,55,130753
2022,8,55A,2540
2022,8,55N,5820
2022,8,56,130141
2022,8,57,32117
2022,8,59,46758
2022,8,6,147517
2022,8,60,181027
2022,8,62,169253
2022,8,62H,17936
2022,8,63,217210
2022,8,63W,27437
2022,8,65,115200
2022,8,66,351313
2022,8,67,133966
2022,8,68,20045
2022,8,7,61612
2022,8,70,134524
2022,8,71,121143
2022,8,72,249288
2022,8,73,71722
2022,8,74,206273
2022,8,75,108852
2022,8,76,198566
2022,8,77,310438
2022,8,78,127286
2022,8,79,342931
2022,8,8,291474
2022,8,80,181531
2022,8,81,212687
2022,8,81W,27804
2022,8,82,261129
2022,8,84,56652
2022,8,85,180113
2022,8,85A,9518
2022,8,86,29436
2022,8,87,161195
2022,8,88,19854
2022,8,8A,43874
2022,8,9,326307
