year,month,route,ridership,city
2024,7,30,2018,Chicago
2024,7,31,452,Chicago
2024,7,34,3022,Chicago
2024,7,35,2922,Chicago
2024,7,36,10962,Chicago
2024,7,37,1074,Chicago
2024,7,39,1118,Chicago
2024,7,4,10308,Chicago
2024,7,43,707,Chicago
2024,7,44,1951,Chicago
2024,7,47,6552,Chicago
2024,7,48,557,Chicago
2024,7,49,11534,Chicago
2024,7,49B,3840,Chicago
2024,7,5,176,Chicago
2024,7,50,6487,Chicago
2024,7,51,890,Chicago
2024,7,52,5201,Chicago
2024,7,52A,2488,Chicago
2024,7,53,11963,Chicago
2024,7,53A,4024,Chicago
2024,7,54,7020,Chicago
2024,7,54A,619,Chicago
2024,7,54B,1922,Chicago
2024,7,55,6243,Chicago
2024,7,55A,125,Chicago
2024,7,55N,313,Chicago
2024,7,56,4535,Chicago
2024,7,57,1209,Chicago
2024,7,59,2358,Chicago
2024,7,6,5510,Chicago
2024,7,60,6955,Chicago
2024,7,62,6356,Chicago
2024,7,62H,711,Chicago
2024,7,63,9504,Chicago
2024,7,63W,977,Chicago
2024,7,65,5947,Chicago
2024,7,66,15662,Chicago
2024,7,67,5191,Chicago
2024,7,68,601,Chicago
2024,7,7,2830,Chicago
2024,7,70,5628,Chicago
2024,7,71,6429,Chicago
2024,7,72,10018,Chicago
2024,7,73,3334,Chicago
2024,7,74,7641,Chicago
2024,7,75,4288,Chicago
2024,7,76,7256,Chicago
2024,7,77,11520,Chicago
2024,7,78,5075,Chicago
2024,7,79,14165,Chicago
2024,7,8,12886,Chicago
2024,7,80,6511,Chicago
2024,7,81,8382,Chicago
2024,7,81W,1151,Chicago
2024,7,82,9755,Chicago
2024,7,84,1999,Chicago
2024,7,85,6706,Chicago
2024,7,85A,569,Chicago
2024,7,86,1234,Chicago
2024,7,87,5661,Chicago
2024,7,88,639,Chicago
2024,7,8A,1778,Chicago
2024,7,9,15049,Chicago
2024,7,90,3105,Chicago
2024,7,91,3613,Chicago
2024,7,92,3876,Chicago
2024,7,93,2745,Chicago
2024,7,94,6949,Chicago
2024,7,95,3985,Chicago
2024,7,96,609,Chicago
2024,7,97,2113,Chicago
2024,7,J14,5799,Chicago
2024,7,X4,2535,Chicago
2024,7,X49,4092,Chicago
2024,7,X9,4781,Chicago
2024,8,1,940,Chicago
2024,8,10,477,Chicago
2024,8,100,362,Chicago
2024,8,1001,2745,Chicago
2024,8,103,1166,Chicago
2024,8,106,479,Chicago
2024,8,108,635,Chicago
2024,8,11,939,Chicago
2024,8,111,1863,Chicago
2024,8,111A,268,Chicago
2024,8,112,856,Chicago
2024,8,115,1622,Chicago
2024,8,119,2430,Chicago
2024,8,12,6779,Chicago
2024,8,120,219,Chicago
2024,8,121,359,Chicago
2024,8,124,1371,Chicago
2024,8,125,516,Chicago
2024,8,126,2762,Chicago
2024,8,130,696,Chicago
2024,8,134,1329,Chicago
2024,8,135,1204,Chicago
2024,8,136,752,Chicago
2024,8,143,627,Chicago
2024,8,146,9258,Chicago
2024,8,147,8135,Chicago
2024,8,148,1315,Chicago
2024,8,15,4073,Chicago
2024,8,151,10459,Chicago
2024,8,152,5603,Chicago
2024,8,155,4653,Chicago
2024,8,156,2871,Chicago
2024,8,157,4086,Chicago
2024,8,165,118,Chicago
2024,8,169,86,Chicago
2024,8,171,311,Chicago
2024,8,172,410,Chicago
2024,8,18,2367,Chicago
2024,8,192,420,Chicago
2024,8,2,1510,Chicago
2024,8,20,8952,Chicago
2024,8,201,975,Chicago
2024,8,206,281,Chicago
2024,8,21,5487,Chicago
2024,8,22,10933,Chicago
2024,8,24,1544,Chicago
2024,8,26,2351,Chicago
2024,8,28,3015,Chicago
2024,8,29,8283,Chicago
2024,8,3,11934,Chicago
2024,8,30,2110,Chicago
2024,8,31,574,Chicago
2024,8,34,2827,Chicago
2024,8,35,2983,Chicago
2024,8,36,10646,Chicago
2024,8,37,988,Chicago
2024,8,39,1105,Chicago
2024,8,4,10298,Chicago
2024,8,43,723,Chicago
2024,8,44,2032,Chicago
2024,8,47,6710,Chicago
2024,8,48,586,Chicago
2024,8,49,11828,Chicago
2024,8,49B,3716,Chicago
2024,8,5,176,Chicago
2024,8,50,6318,Chicago
2024,8,51,912,Chicago
2024,8,52,5414,Chicago
2024,8,52A,2472,Chicago
2024,8,53,12209,Chicago
2024,8,53A,4219,Chicago
2024,8,54,7080,Chicago
2024,8,54A,641,Chicago
2024,8,54B,2006,Chicago
2024,8,55,6125,Chicago
2024,8,55A,118,Chicago
2024,8,55N,318,Chicago
2024,8,56,4469,Chicago
2024,8,57,1191,Chicago
2024,8,59,2349,Chicago
2024,8,6,5191,Chicago
2024,8,60,7113,Chicago
2024,8,62,6410,Chicago
2024,8,62H,695,Chicago
2024,8,63,9684,Chicago
2024,8,63W,997,Chicago
2024,8,65,5938,Chicago
2024,8,66,15258,Chicago
2024,8,67,5344,Chicago
2024,8,68,659,Chicago
2024,8,7,3193,Chicago
2024,8,70,5655,Chicago
2024,8,71,6372,Chicago
2024,8,72,10075,Chicago
2024,8,73,3461,Chicago
2024,8,74,7990,Chicago
2024,8,75,4231,Chicago
2024,8,76,7472,Chicago
2024,8,77,11914,Chicago
2024,8,78,5318,Chicago
2024,8,79,14131,Chicago
2024,8,8,13110,Chicago
2024,8,80,6644,Chicago
2024,8,81,8542,Chicago
2024,8,81W,1207,Chicago
2024,8,82,10015,Chicago
2024,8,84,2010,Chicago
2024,8,85,6823,Chicago
2024,8,85A,599,Chicago
2024,8,86,1388,Chicago
2024,8,87,5657,Chicago
2024,8,88,695,Chicago
2024,8,8A,1714,Chicago
2024,8,9,14887,Chicago
2024,8,90,3243,Chicago
2024,8,91,3751,Chicago
2024,8,92,4168,Chicago
2024,8,93,2708,Chicago
2024,8,94,7287,Chicago
2024,8,95,4210,Chicago
2024,8,96,639,Chicago
2024,8,97,2114,Chicago
2024,8,J14,6188,Chicago
2024,8,X4,2494,Chicago
2024,8,X49,4294,Chicago
2024,8,X9,4912,Chicago
2024,9,1,1237,Chicago
2024,9,100,547,Chicago
2024,9,1001,993,Chicago
2024,9,103,1337,Chicago
2024,9,106,575,Chicago
2024,9,108,667,Chicago
2024,9,11,1002,Chicago
2024,9,111,1956,Chicago
2024,9,111A,270,Chicago
2024,9,112,1040,Chicago
2024,9,115,2067,Chicago
2024,9,119,2425,Chicago
2024,9,12,7792,Chicago
2024,9,120,266,Chicago
2024,9,121,420,Chicago
2024,9,124,982,Chicago
2024,9,125,588,Chicago
2024,9,126,3407,Chicago
2024,9,128,208,Chicago
2024,9,134,1706,Chicago
2024,9,135,1431,Chicago
2024,9,136,896,Chicago
2024,9,143,743,Chicago
2024,9,146,9792,Chicago
2024,9,147,8236,Chicago
2024,9,148,1494,Chicago
2024,9,15,4633,Chicago
2024,9,151,10183,Chicago
2024,9,152,6706,Chicago
2024,9,155,4958,Chicago
2024,9,156,3683,Chicago
2024,9,157,5971,Chicago
2024,9,165,189,Chicago
2024,9,169,104,Chicago
2024,9,171,426,Chicago
2024,9,172,925,Chicago
2024,9,18,2764,Chicago
2024,9,192,441,Chicago
2024,9,2,1730,Chicago
2024,9,20,9903,Chicago
2024,9,201,1125,Chicago
2024,9,206,441,Chicago
2024,9,21,6394,Chicago
2024,9,22,11713,Chicago
2024,9,24,2040,Chicago
2024,9,26,2879,Chicago
2024,9,28,3467,Chicago
2024,9,29,8456,Chicago
2024,9,3,12879,Chicago
2024,9,30,2250,Chicago
2024,9,31,760,Chicago
2024,9,34,3328,Chicago
2024,9,35,3181,Chicago
2024,9,36,10677,Chicago
2024,9,37,1228,Chicago
2024,9,39,1225,Chicago
2024,9,4,11188,Chicago
2024,9,43,708,Chicago
2024,9,44,2271,Chicago
2024,9,47,7080,Chicago
2024,9,48,891,Chicago
2024,9,49,12234,Chicago
2024,9,49B,3889,Chicago
2024,9,5,172,Chicago
2024,9,50,7473,Chicago
2024,9,51,980,Chicago
2024,9,52,5964,Chicago
2024,9,52A,2617,Chicago
2024,9,53,13067,Chicago
2024,9,53A,5050,Chicago
2024,9,54,7398,Chicago
2024,9,54A,616,Chicago
2024,9,54B,2001,Chicago
2024,9,55,6632,Chicago
2024,9,55A,165,Chicago
2024,9,55N,426,Chicago
2024,9,56,4755,Chicago
2024,9,57,901,Chicago
2024,9,59,2609,Chicago
2024,9,6,6079,Chicago
2024,9,60,8884,Chicago
2024,9,62,7042,Chicago
2024,9,62H,739,Chicago
2024,9,63,9889,Chicago
2024,9,63W,1106,Chicago
2024,9,65,5957,Chicago
2024,9,66,15879,Chicago
2024,9,67,5828,Chicago
2024,9,68,810,Chicago
2024,9,7,5188,Chicago
2024,9,70,6258,Chicago
2024,9,71,6107,Chicago
2024,9,72,10155,Chicago
2024,9,73,3639,Chicago
2024,9,74,8797,Chicago
2024,9,75,4434,Chicago
2024,9,76,7598,Chicago
2024,9,77,12878,Chicago
2024,9,78,5461,Chicago
2024,9,79,14707,Chicago
2024,9,8,15109,Chicago
2024,9,80,6950,Chicago
2024,9,81,8576,Chicago
2024,9,81W,1262,Chicago
2024,9,82,11419,Chicago
2024,9,84,2375,Chicago
2024,9,85,7194,Chicago
2024,9,85A,634,Chicago
2024,9,86,2169,Chicago
2024,9,87,6446,Chicago
2024,9,88,762,Chicago
2024,9,8A,1842,Chicago
2024,9,9,15875,Chicago
2024,9,90,3202,Chicago
2024,9,91,3911,Chicago
2024,9,92,4563,Chicago
2024,9,93,3156,Chicago
2024,9,94,8549,Chicago
2024,9,95,4607,Chicago
2024,9,96,715,Chicago
2024,9,97,2129,Chicago
2024,9,J14,6217,Chicago
2024,9,X4,3036,Chicago
2024,9,X49,5717,Chicago
2024,9,X9,6044,Chicago
2024,10,1,1224,Chicago
2024,10,100,586,Chicago
2024,10,1001,1064,Chicago
2024,10,103,1412,Chicago
2024,10,106,667,Chicago
2024,10,108,652,Chicago
2024,10,11,1054,Chicago
2024,10,111,1915,Chicago
2024,10,111A,293,Chicago
2024,10,112,1061,Chicago
2024,10,115,1936,Chicago
2024,10,119,2606,Chicago
2024,10,12,8258,Chicago
2024,10,120,293,Chicago
2024,10,121,431,Chicago
2024,10,124,939,Chicago
2024,10,125,635,Chicago
2024,10,126,3602,Chicago
2024,10,134,1833,Chicago
2024,10,135,1516,Chicago
2024,10,136,892,Chicago
2024,10,143,794,Chicago
2024,10,146,9970,Chicago
2024,10,147,8252,Chicago
2024,10,148,1520,Chicago
2024,10,15,4426,Chicago
2024,10,151,10119,Chicago
2024,10,152,6879,Chicago
2024,10,155,5139,Chicago
2024,10,156,4010,Chicago
2024,10,157,5881,Chicago
2024,10,165,195,Chicago
2024,10,169,120,Chicago
2024,10,171,708,Chicago
2024,10,172,1319,Chicago
2024,10,18,2927,Chicago
2024,10,19,62,Chicago
2024,10,192,533,Chicago
2024,10,2,1880,Chicago
2024,10,20,10689,Chicago
2024,10,201,1272,Chicago
2024,10,206,451,Chicago
2024,10,21,6917,Chicago
2024,10,22,12263,Chicago
2024,10,24,2002,Chicago
2024,10,26,2739,Chicago
2024,10,28,3416,Chicago
2024,10,29,8413,Chicago
2024,10,3,13876,Chicago
2024,10,30,2128,Chicago
2024,10,31,687,Chicago
2024,10,34,3001,Chicago
2024,10,35,3308,Chicago
2024,10,36,10765,Chicago
2024,10,37,1324,Chicago
2024,10,39,1342,Chicago
2024,10,4,11358,Chicago
2024,10,43,793,Chicago
2024,10,44,2392,Chicago
2024,10,47,7276,Chicago
2024,10,48,897,Chicago
2024,10,49,12637,Chicago
2024,10,49B,4112,Chicago
2024,10,5,159,Chicago
2024,10,50,8029,Chicago
2024,10,51,1016,Chicago
2024,10,52,6330,Chicago
2024,10,52A,2834,Chicago
2024,10,53,13731,Chicago
2024,10,53A,5450,Chicago
2024,10,54,7604,Chicago
2024,10,54A,589,Chicago
2024,10,54B,2045,Chicago
2024,10,55,7149,Chicago
2024,10,55A,165,Chicago
2024,10,55N,422,Chicago
2024,10,56,4899,Chicago
2024,10,57,1341,Chicago
2024,10,59,2603,Chicago
2024,10,6,5916,Chicago
2024,10,60,9531,Chicago
2024,10,62,7430,Chicago
2024,10,62H,727,Chicago
2024,10,63,10505,Chicago
2024,10,63W,1170,Chicago
2024,10,65,6190,Chicago
2024,10,66,16775,Chicago
2024,10,67,6003,Chicago
2024,10,68,844,Chicago
2024,10,7,5156,Chicago
2024,10,70,6572,Chicago
2024,10,71,6824,Chicago
2024,10,72,10572,Chicago
2024,10,73,3949,Chicago
2024,10,74,9173,Chicago
2024,10,75,4712,Chicago
2024,10,76,7805,Chicago
2024,10,77,13253,Chicago
2024,10,78,5588,Chicago
2024,10,79,15470,Chicago
2024,10,8,15960,Chicago
2024,10,80,7140,Chicago
2024,10,81,8626,Chicago
2024,10,81W,1360,Chicago
2024,10,82,12007,Chicago
2024,10,84,2569,Chicago
2024,10,85,7093,Chicago
2024,10,85A,624,Chicago
2024,10,86,2088,Chicago
2024,10,87,6613,Chicago
2024,10,88,812,Chicago
2024,10,8A,1919,Chicago
2024,10,9,16682,Chicago
2024,10,90,3235,Chicago
2024,10,91,3821,Chicago
2024,10,92,4720,Chicago
2024,10,93,3178,Chicago
2024,10,94,8745,Chicago
2024,10,95,4828,Chicago
2024,10,96,685,Chicago
2024,10,97,2193,Chicago
2024,10,J14,6817,Chicago
2024,10,X4,3244,Chicago
2024,10,X49,5757,Chicago
2024,10,X9,6016,Chicago
2024,11,1,1048,Chicago
2024,11,100,423,Chicago
2024,11,1001,1012,Chicago
2024,11,103,1228,Chicago
2024,11,106,522,Chicago
2024,11,108,604,Chicago
2024,11,11,877,Chicago
2024,11,111,1684,Chicago
2024,11,111A,276,Chicago
2024,11,112,909,Chicago
2024,11,115,1685,Chicago
2024,11,119,2290,Chicago
2024,11,12,7281,Chicago
2024,11,120,283,Chicago
2024,11,121,376,Chicago
2024,11,124,806,Chicago
2024,11,125,551,Chicago
2024,11,126,2994,Chicago
2024,11,134,1565,Chicago
2024,11,135,1326,Chicago
2024,11,136,780,Chicago
2024,11,143,700,Chicago
2024,11,146,8835,Chicago
2024,11,147,7721,Chicago
2024,11,148,1353,Chicago
2024,11,15,3981,Chicago
2024,11,151,9278,Chicago
2024,11,152,5744,Chicago
2024,11,155,4438,Chicago
2024,11,156,3604,Chicago
2024,11,157,5372,Chicago
2024,11,165,151,Chicago
2024,11,169,141,Chicago
2024,11,171,471,Chicago
2024,11,172,970,Chicago
2024,11,18,2608,Chicago
2024,11,19,102,Chicago
2024,11,192,446,Chicago
2024,11,2,1661,Chicago
2024,11,20,9524,Chicago
2024,11,201,1152,Chicago
2024,11,206,378,Chicago
2024,11,21,5972,Chicago
2024,11,22,11346,Chicago
2024,11,24,1723,Chicago
2024,11,26,2358,Chicago
2024,11,28,3254,Chicago
2024,11,29,6968,Chicago
2024,11,3,12009,Chicago
2024,11,30,1762,Chicago
2024,11,31,601,Chicago
2024,11,34,2812,Chicago
2024,11,35,2840,Chicago
2024,11,36,10109,Chicago
2024,11,37,1106,Chicago
2024,11,39,1100,Chicago
2024,11,4,9961,Chicago
2024,11,43,715,Chicago
2024,11,44,2053,Chicago
2024,11,47,6433,Chicago
2024,11,48,707,Chicago
2024,11,49,11078,Chicago
2024,11,49B,3588,Chicago
2024,11,5,145,Chicago
2024,11,50,6818,Chicago
2024,11,51,873,Chicago
2024,11,52,5484,Chicago
2024,11,52A,2479,Chicago
2024,11,53,12009,Chicago
2024,11,53A,4465,Chicago
2024,11,54,6698,Chicago
2024,11,54A,551,Chicago
2024,11,54B,1866,Chicago
2024,11,55,6068,Chicago
2024,11,55A,141,Chicago
2024,11,55N,366,Chicago
2024,11,56,4353,Chicago
2024,11,57,1144,Chicago
2024,11,59,2262,Chicago
2024,11,6,5275,Chicago
2024,11,60,8136,Chicago
2024,11,62,6497,Chicago
2024,11,62H,639,Chicago
2024,11,63,9051,Chicago
2024,11,63W,963,Chicago
2024,11,65,5296,Chicago
2024,11,66,14949,Chicago
2024,11,67,5089,Chicago
2024,11,68,682,Chicago
2024,11,7,4600,Chicago
2024,11,70,5650,Chicago
2024,11,71,5439,Chicago
2024,11,72,9233,Chicago
2024,11,73,3374,Chicago
2024,11,74,7927,Chicago
2024,11,75,4069,Chicago
2024,11,76,6906,Chicago
2024,11,77,11842,Chicago
2024,11,78,4803,Chicago
2024,11,79,13722,Chicago
2024,11,8,14055,Chicago
2024,11,80,6325,Chicago
2024,11,81,7770,Chicago
2024,11,81W,1151,Chicago
2024,11,82,10399,Chicago
2024,11,84,2162,Chicago
2024,11,85,6230,Chicago
2024,11,85A,553,Chicago
2024,11,86,1701,Chicago
2024,11,87,5804,Chicago
2024,11,88,676,Chicago
2024,11,8A,1690,Chicago
2024,11,9,14809,Chicago
2024,11,90,2967,Chicago
2024,11,91,3370,Chicago
2024,11,92,4184,Chicago
2024,11,93,2775,Chicago
2024,11,94,7343,Chicago
2024,11,95,4025,Chicago
2024,11,96,645,Chicago
2024,11,97,1983,Chicago
2024,11,J14,5868,Chicago
2024,11,X4,2789,Chicago
2024,11,X49,4841,Chicago
2024,11,X9,5269,Chicago
2024,12,1,872,Chicago
2024,12,100,347,Chicago
2024,12,1001,910,Chicago
2024,12,103,1166,Chicago
2024,12,106,522,Chicago
2024,12,108,538,Chicago
2024,12,11,814,Chicago
2024,12,111,1530,Chicago
2024,12,111A,243,Chicago
2024,12,112,842,Chicago
2024,12,115,1578,Chicago
2024,12,119,2286,Chicago
2024,12,12,6272,Chicago
2024,12,120,260,Chicago
2024,12,121,331,Chicago
2024,12,124,794,Chicago
2024,12,125,489,Chicago
2024,12,126,2550,Chicago
2024,12,134,1266,Chicago
2024,12,135,1094,Chicago
2024,12,136,684,Chicago
2024,12,143,597,Chicago
2024,12,146,8441,Chicago
2024,12,147,7095,Chicago
2024,12,148,1199,Chicago
2024,12,15,3660,Chicago
2024,12,151,9106,Chicago
2024,12,152,5376,Chicago
2024,12,155,4005,Chicago
2024,12,156,3321,Chicago
2024,12,157,4167,Chicago
2024,12,165,150,Chicago
2024,12,169,107,Chicago
2024,12,171,371,Chicago
2024,12,172,754,Chicago
2024,12,18,2194,Chicago
2024,12,192,370,Chicago
2024,12,2,1438,Chicago
2024,12,20,8640,Chicago
2024,12,201,942,Chicago
2024,12,206,320,Chicago
2024,12,21,5192,Chicago
2024,12,22,10849,Chicago
2024,12,24,1528,Chicago
2024,12,26,2315,Chicago
2024,12,28,2627,Chicago
2024,12,29,6574,Chicago
2024,12,3,10530,Chicago
2024,12,30,1709,Chicago
2024,12,31,426,Chicago
2024,12,34,2500,Chicago
2024,12,35,2426,Chicago
2024,12,36,9556,Chicago
2024,12,37,1058,Chicago
2024,12,39,939,Chicago
2024,12,4,8910,Chicago
2024,12,43,611,Chicago
2024,12,44,1781,Chicago
2024,12,47,5901,Chicago
2024,12,48,660,Chicago
2024,12,49,10058,Chicago
2024,12,49B,3243,Chicago
2024,12,5,143,Chicago
2024,12,50,6066,Chicago
2024,12,51,759,Chicago
2024,12,52,4821,Chicago
2024,12,52A,2129,Chicago
2024,12,53,10699,Chicago
2024,12,53A,3757,Chicago
2024,12,54,5997,Chicago
2024,12,54A,464,Chicago
2024,12,54B,1631,Chicago
2024,12,55,5466,Chicago
2024,12,55A,106,Chicago
2024,12,55N,315,Chicago
2024,12,56,4077,Chicago
2024,12,57,1060,Chicago
2024,12,59,2001,Chicago
2024,12,6,5258,Chicago
2024,12,60,6532,Chicago
2024,12,62,5989,Chicago
2024,12,62H,578,Chicago
2024,12,63,8153,Chicago
2024,12,63W,837,Chicago
2024,12,65,4736,Chicago
2024,12,66,13672,Chicago
2024,12,67,4645,Chicago
2024,12,68,635,Chicago
2024,12,7,3251,Chicago
2024,12,70,5135,Chicago
2024,12,71,5258,Chicago
2024,12,72,8379,Chicago
2024,12,73,3048,Chicago
2024,12,74,7007,Chicago
2024,12,75,3788,Chicago
2024,12,76,6325,Chicago
2024,12,77,10744,Chicago
2024,12,78,4325,Chicago
2024,12,79,12166,Chicago
2024,12,8,11459,Chicago
2024,12,80,5833,Chicago
2024,12,81,7339,Chicago
2024,12,81W,1009,Chicago
2024,12,82,9187,Chicago
2024,12,84,1919,Chicago
2024,12,85,5602,Chicago
2024,12,85A,532,Chicago
2024,12,86,1432,Chicago
2024,12,87,5175,Chicago
2024,12,88,639,Chicago
2024,12,8A,1495,Chicago
2024,12,9,13222,Chicago
2024,12,90,2648,Chicago
2024,12,91,3030,Chicago
2024,12,92,3866,Chicago
2024,12,93,2418,Chicago
2024,12,94,6827,Chicago
2024,12,95,3510,Chicago
2024,12,96,563,Chicago
2024,12,97,1741,Chicago
2024,12,J14,5197,Chicago
2024,12,X4,2337,Chicago
2024,12,X49,4342,Chicago
2024,12,X9,4681,Chicago
2025,1,1,954,Chicago
2025,1,100,401,Chicago
2025,1,1001,798,Chicago
2025,1,103,1243,Chicago
2025,1,106,586,Chicago
2025,1,108,530,Chicago
2025,1,11,846,Chicago
2025,1,111,1553,Chicago
2025,1,111A,208,Chicago
2025,1,112,942,Chicago
2025,1,115,1411,Chicago
2025,1,119,2009,Chicago
2025,1,12,6158,Chicago
2025,1,120,413,Chicago
2025,1,121,514,Chicago
2025,1,124,631,Chicago
2025,1,125,574,Chicago
2025,1,126,2698,Chicago
2025,1,134,1680,Chicago
2025,1,135,1478,Chicago
2025,1,136,910,Chicago
2025,1,143,812,Chicago
2025,1,146,7893,Chicago
2025,1,147,6922,Chicago
2025,1,148,1324,Chicago
2025,1,15,4121,Chicago
2025,1,151,9248,Chicago
2025,1,152,5510,Chicago
2025,1,155,3884,Chicago
2025,1,156,3572,Chicago
2025,1,157,4557,Chicago
2025,1,165,161,Chicago
2025,1,169,86,Chicago
2025,1,171,1234,Chicago
2025,1,172,1609,Chicago
2025,1,18,2199,Chicago
2025,1,192,424,Chicago
2025,1,2,1537,Chicago
2025,1,20,8667,Chicago
2025,1,201,1222,Chicago
2025,1,206,381,Chicago
2025,1,21,4965,Chicago
2025,1,22,11209,Chicago
2025,1,24,1498,Chicago
2025,1,26,2257,Chicago
2025,1,28,2544,Chicago
2025,1,29,5788,Chicago
2025,1,3,9796,Chicago
2025,1,30,1847,Chicago
2025,1,31,572,Chicago
2025,1,34,2356,Chicago
2025,1,35,2455,Chicago
2025,1,36,9882,Chicago
2025,1,37,1361,Chicago
2025,1,39,908,Chicago
2025,1,4,8840,Chicago
2025,1,43,614,Chicago
2025,1,44,1750,Chicago
2025,1,47,5504,Chicago
2025,1,48,651,Chicago
2025,1,49,9848,Chicago
2025,1,49B,3138,Chicago
2025,1,5,155,Chicago
2025,1,50,6520,Chicago
2025,1,51,737,Chicago
2025,1,52,4637,Chicago
2025,1,52A,2104,Chicago
2025,1,53,10548,Chicago
2025,1,53A,3687,Chicago
2025,1,54,5679,Chicago
2025,1,54A,438,Chicago
2025,1,54B,1486,Chicago
2025,1,55,5217,Chicago
2025,1,55A,111,Chicago
2025,1,55N,313,Chicago
2025,1,56,4695,Chicago
2025,1,57,1080,Chicago
2025,1,59,1967,Chicago
2025,1,6,4727,Chicago
2025,1,60,6924,Chicago
2025,1,62,5795,Chicago
2025,1,62H,553,Chicago
2025,1,63,7986,Chicago
2025,1,63W,820,Chicago
2025,1,65,4655,Chicago
2025,1,66,13449,Chicago
2025,1,67,4393,Chicago
2025,1,68,675,Chicago
2025,1,7,3820,Chicago
2025,1,70,5097,Chicago
2025,1,71,5464,Chicago
2025,1,72,8238,Chicago
2025,1,73,3181,Chicago
2025,1,74,7380,Chicago
2025,1,75,3498,Chicago
2025,1,76,6514,Chicago
2025,1,77,10981,Chicago
2025,1,78,4397,Chicago
2025,1,79,11733,Chicago
2025,1,8,13021,Chicago
2025,1,80,5965,Chicago
2025,1,81,7302,Chicago
2025,1,81W,1028,Chicago
2025,1,82,9101,Chicago
2025,1,84,2014,Chicago
2025,1,85,5467,Chicago
2025,1,85A,491,Chicago
2025,1,86,1541,Chicago
2025,1,87,4798,Chicago
2025,1,88,648,Chicago
2025,1,8A,1452,Chicago
2025,1,9,12944,Chicago
2025,1,90,2465,Chicago
2025,1,91,3033,Chicago
2025,1,92,3850,Chicago
2025,1,93,2506,Chicago
2025,1,94,6691,Chicago
2025,1,95,3463,Chicago
2025,1,96,600,Chicago
2025,1,97,1623,Chicago
2025,1,J14,5140,Chicago
2025,1,X4,2141,Chicago
2025,1,X49,4489,Chicago
2025,1,X9,4764,Chicago
2025,2,1,1037,Chicago
2025,2,100,355,Chicago
2025,2,1001,916,Chicago
2025,2,103,1188,Chicago
2025,2,106,661,Chicago
2025,2,108,567,Chicago
2025,2,11,918,Chicago
2025,2,111,1653,Chicago
2025,2,111A,235,Chicago
2025,2,112,1014,Chicago
2025,2,115,1592,Chicago
2025,2,119,2238,Chicago
2025,2,12,6820,Chicago
2025,2,120,455,Chicago
2025,2,121,570,Chicago
2025,2,124,677,Chicago
2025,2,125,616,Chicago
2025,2,126,3070,Chicago
2025,2,130,251,Chicago
2025,2,134,1798,Chicago
2025,2,135,1620,Chicago
2025,2,136,1020,Chicago
2025,2,143,879,Chicago
2025,2,146,8675,Chicago
2025,2,147,7815,Chicago
2025,2,148,1463,Chicago
2025,2,15,4040,Chicago
2025,2,151,10198,Chicago
2025,2,152,5966,Chicago
2025,2,155,4391,Chicago
2025,2,156,3600,Chicago
2025,2,157,5680,Chicago
2025,2,165,168,Chicago
2025,2,169,80,Chicago
2025,2,171,935,Chicago
2025,2,172,1579,Chicago
2025,2,18,2504,Chicago
2025,2,19,138,Chicago
2025,2,192,457,Chicago
2025,2,2,1677,Chicago
2025,2,20,9534,Chicago
2025,2,201,1326,Chicago
2025,2,206,421,Chicago
2025,2,21,5812,Chicago
2025,2,22,12424,Chicago
2025,2,24,1712,Chicago
2025,2,26,2534,Chicago
2025,2,28,2863,Chicago
2025,2,29,6497,Chicago
2025,2,3,11366,Chicago
2025,2,30,1768,Chicago
2025,2,31,753,Chicago
2025,2,34,2435,Chicago
2025,2,35,2728,Chicago
2025,2,36,10790,Chicago
2025,2,37,1506,Chicago
2025,2,39,988,Chicago
2025,2,4,9792,Chicago
2025,2,43,644,Chicago
2025,2,44,1872,Chicago
2025,2,47,5907,Chicago
2025,2,48,692,Chicago
2025,2,49,10738,Chicago
2025,2,49B,3391,Chicago
2025,2,5,163,Chicago
2025,2,50,7264,Chicago
2025,2,51,830,Chicago
2025,2,52,5136,Chicago
2025,2,52A,2348,Chicago
2025,2,53,11537,Chicago
2025,2,53A,4128,Chicago
2025,2,54,6188,Chicago
2025,2,54A,457,Chicago
2025,2,54B,1627,Chicago
2025,2,55,5560,Chicago
2025,2,55A,126,Chicago
2025,2,55N,332,Chicago
2025,2,56,5359,Chicago
2025,2,57,1192,Chicago
2025,2,59,2137,Chicago
2025,2,6,5116,Chicago
2025,2,60,8227,Chicago
2025,2,62,6376,Chicago
2025,2,62H,577,Chicago
2025,2,63,8578,Chicago
2025,2,63W,870,Chicago
2025,2,65,5155,Chicago
2025,2,66,14651,Chicago
2025,2,67,4720,Chicago
2025,2,68,727,Chicago
2025,2,7,4696,Chicago
2025,2,70,5626,Chicago
2025,2,71,6124,Chicago
2025,2,72,8977,Chicago
2025,2,73,3454,Chicago
2025,2,74,8064,Chicago
2025,2,75,3744,Chicago
2025,2,76,7097,Chicago
2025,2,77,11909,Chicago
2025,2,78,4864,Chicago
2025,2,79,12674,Chicago
2025,2,8,15076,Chicago
2025,2,80,6509,Chicago
2025,2,81,7799,Chicago
2025,2,81W,1091,Chicago
2025,2,82,9930,Chicago
2025,2,84,2245,Chicago
2025,2,85,5915,Chicago
2025,2,85A,499,Chicago
2025,2,86,1804,Chicago
2025,2,87,5240,Chicago
2025,2,88,707,Chicago
2025,2,8A,1585,Chicago
2025,2,9,14064,Chicago
